,lat,long,name,addr,uri,reviews,num_reviews,loc_type,description,price,zone,Info,summary,tags
12,40.7189604,-73.9883548,Sour Mouse,"110 Delancey St, New York, NY 10002, USA",https://www.sourmousenyc.com/,Rating: 4.4,12736,"Night Club, Bar","bar, art gallery, event venue, night club, sports complex, sports activity location",price level very cheap,Lower East Side,"Name of location: Sour Mouse Rating: 4.4, Location Type: Night Club, Bar bar, art gallery, event venue, night club, sports complex, sports activity location. price level very cheap. Zone in NYC: Lower East Side","Lounge and art space with games, music, and drinks.","lounge, art, music, social"
13,40.7195864,-73.9892543,PERROTIN NEW YORK,"130 Orchard St, New York, NY 10002, USA",https://www.perrotin.com/,Rating: 4.8,9993,Culture,art gallery,price level very cheap,Lower East Side,"Name of location: PERROTIN NEW YORK Rating: 4.8, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Lower East Side",Global contemporary art gallery featuring renowned artists.,"gallery, art, contemporary, international"
14,40.7175968,-73.9901648,LAAMS,"74 Orchard St, New York, NY 10002, USA",http://laams.nyc/,Rating: 4.9,310,Culture,"clothing store, art gallery, book store, store",price level very cheap,Lower East Side,"Name of location: LAAMS Rating: 4.9, Location Type: Culture clothing store, art gallery, book store, store. price level very cheap. Zone in NYC: Lower East Side",Gallery and creative space highlighting African-American artists.,"gallery, art, culture, African-American"
15,40.7235418,-73.9771256,Sprout Space,"271 E 7th St, New York, NY 10009, USA",No URL,No rating,2957,Culture,art gallery,price level very cheap,Alphabet City,"Name of location: Sprout Space No rating, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Alphabet City",Collaborative creative space for artists and innovators.,"creative, collaborative, art, innovation"
16,40.7270801,-73.9890052,Toy Tokyo,"91 2nd Ave, New York, NY 10003, USA",https://www.toytokyo.com/,Rating: 4.4,14321,Culture,"museum, store",price level moderate,East Village,"Name of location: Toy Tokyo Rating: 4.4, Location Type: Culture museum, store. price level moderate. Zone in NYC: East Village",Shop and gallery for collectible toys and pop culture art.,"shop, toys, pop culture, collectibles"
17,40.7264133,-73.990448,La MaMa Experimental Theatre Club,"66 E 4th St, New York, NY 10003, USA",http://lamama.org/,Rating: 4.7,13123,Culture,"performing arts theater, art gallery, event venue",price level very cheap,East Village,"Name of location: La MaMa Experimental Theatre Club Rating: 4.7, Location Type: Culture performing arts theater, art gallery, event venue. price level very cheap. Zone in NYC: East Village",Historic theatre showcasing experimental and avant-garde performances.,"theatre, experimental, performance, avant-garde"
18,40.7223376,-73.9928905,New Museum,"235 Bowery, New York, NY 10002, USA",https://www.newmuseum.org/,Rating: 4.2,10007,Culture,"tourist attraction, museum",price level expensive,Lower East Side,"Name of location: New Museum Rating: 4.2, Location Type: Culture tourist attraction, museum. price level expensive. Zone in NYC: Lower East Side",Contemporary art museum focusing on new and emerging artists.,"museum, art, contemporary, innovative"
19,40.7246939,-73.9901657,Anthology Film Archives,"32 2nd Ave, New York, NY 10003, USA",http://www.anthologyfilmarchives.org/,Rating: 4.6,3549,Culture,"movie theater, tourist attraction, museum",price level very cheap,East Village,"Name of location: Anthology Film Archives Rating: 4.6, Location Type: Culture movie theater, tourist attraction, museum. price level very cheap. Zone in NYC: East Village",Archive and cinema dedicated to independent and avant-garde films.,"film, archive, independent, cinema"
20,40.7258393,-73.9834851,96 Tears,"110 Avenue A, New York, NY 10009, USA",http://96tearsnyc.com/,Rating: 4.7,15141,"Culture, Bar","bar, museum, restaurant, food",price level very cheap,East Village,"Name of location: 96 Tears Rating: 4.7, Location Type: Culture, Bar bar, museum, restaurant, food. price level very cheap. Zone in NYC: East Village",Intimate art space and gallery showcasing edgy works.,"gallery, art, intimate, edgy"
21,40.7261456,-73.9850461,The Brant Foundation,"421 E 6th St, New York, NY 10009, USA",https://www.brantfoundation.org/,Rating: 4.8,8756,Culture,"gift shop, museum, store",price level very cheap,East Village,"Name of location: The Brant Foundation Rating: 4.8, Location Type: Culture gift shop, museum, store. price level very cheap. Zone in NYC: East Village",Foundation and gallery exhibiting contemporary art collections.,"foundation, gallery, art, contemporary"
22,40.7257661,-73.9779462,Museum of Reclaimed Urban Space MoRUS,"155 Loisaida Ave, New York, NY 10009, USA",https://www.morusnyc.org/about-morus/about-us/,Rating: 4.8,4945,Culture,"tourist attraction, museum",price level very cheap,Alphabet City,"Name of location: Museum of Reclaimed Urban Space MoRUS Rating: 4.8, Location Type: Culture tourist attraction, museum. price level very cheap. Zone in NYC: Alphabet City",Museum documenting grassroots activism and urban sustainability.,"museum, history, urban, activism"
23,40.7225454,-73.9840627,Karma Gallery,"188 E 2nd St, New York, NY 10009, USA",http://karmakarma.org/,Rating: 4.5,11559,Culture,art gallery,price level very cheap,East Village,"Name of location: Karma Gallery Rating: 4.5, Location Type: Culture art gallery. price level very cheap. Zone in NYC: East Village",Contemporary art gallery representing diverse artists.,"gallery, art, contemporary, diverse"
24,40.7234766,-73.9826706,Half Gallery,"235 E 4th St, New York, NY 10009, USA",http://www.halfgallery.com/,Rating: 4.6,16782,Culture,art gallery,price level very cheap,East Village,"Name of location: Half Gallery Rating: 4.6, Location Type: Culture art gallery. price level very cheap. Zone in NYC: East Village",Gallery featuring contemporary and experimental art.,"gallery, art, contemporary, experimental"
25,40.7265806,-73.9766532,Grace Exhibition Space for International Performance Art PerformanceArt Immersive,"182 Loisaida Ave, New York, NY 10009, USA",http://www.graceexhibitionspace.org/,Rating: 4.9,1402,Culture,art gallery,price level very cheap,Alphabet City,"Name of location: Grace Exhibition Space for International Performance Art PerformanceArt Immersive Rating: 4.9, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Alphabet City",Venue for international and immersive performance art.,"performance, art, international, immersive"
26,40.7271247,-73.9783427,Dacia Gallery,"621 E 11th St, New York, NY 10009, USA",http://daciagallery.com/,Rating: 4.7,8760,Culture,art gallery,price level very cheap,Alphabet City,"Name of location: Dacia Gallery Rating: 4.7, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Alphabet City",Gallery focusing on fine art and emerging artists.,"gallery, art, fine art, emerging"
27,40.7265641,-73.9787189,Piragua Art Space,"367 E 10th St #369, New York, NY 10009, USA",http://www.dasoentertainment.com/,Rating: 5,11452,Culture,"cultural center, art studio, art gallery, store",price level very cheap,Alphabet City,"Name of location: Piragua Art Space Rating: 5, Location Type: Culture cultural center, art studio, art gallery, store. price level very cheap. Zone in NYC: Alphabet City",Creative space hosting art shows and cultural events.,"art, space, creative, cultural"
28,40.7287759,-73.9769193,14BC,"626 E 14th St, New York, NY 10009, USA",http://14bcgallery.org/,Rating: 4,17644,Culture,art gallery,price level very cheap,Alphabet City,"Name of location: 14BC Rating: 4, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Alphabet City",Contemporary art gallery with rotating exhibitions.,"gallery, art, contemporary, exhibition"
29,40.7284172,-73.9875484,Swiss Institute,"38 St Marks Pl, New York, NY 10003, USA",http://www.swissinstitute.net/,Rating: 4.4,11554,Culture,museum,price level very cheap,East Village,"Name of location: Swiss Institute Rating: 4.4, Location Type: Culture museum. price level very cheap. Zone in NYC: East Village",Non-profit contemporary art institution showcasing innovative works.,"art, contemporary, institution, innovative"
30,40.728991,-73.989316,Village Works,"12 St Marks Pl, New York, NY 10003, USA",http://villageworksnyc.com/,Rating: 4.4,7066,Culture,"book store, art gallery, store",price level very cheap,East Village,"Name of location: Village Works Rating: 4.4, Location Type: Culture book store, art gallery, store. price level very cheap. Zone in NYC: East Village",Gallery and bookstore focusing on design and creative culture.,"gallery, design, creative, bookstore"
31,40.734963,-73.987732,GoetheInstitut New York,"30 Irving Pl, New York, NY 10003, USA",http://www.goethe.de/newyork?utm_source=google&utm_medium=gmb&utm_campaign=newyork&utm_content=website,Rating: 4.6,8522,Culture,"art gallery, cultural center, library",price level very cheap,Gramercy,"Name of location: GoetheInstitut New York Rating: 4.6, Location Type: Culture art gallery, cultural center, library. price level very cheap. Zone in NYC: Gramercy",Cultural center promoting German language and arts.,"culture, German, language, arts"
32,40.7277567,-73.9867989,KINKA,"63 E 7th St Store East, New York, NY 10003, USA",http://www.kinka.nyc/,Rating: 4.8,10070,Culture,"art gallery, gift shop, grocery store, wholesaler, food store, general contractor, farm, food, store",price level very cheap,East Village,"Name of location: KINKA Rating: 4.8, Location Type: Culture art gallery, gift shop, grocery store, wholesaler, food store, general contractor, farm, food, store. price level very cheap. Zone in NYC: East Village",Creative venue hosting art and cultural events.,"creative, venue, art, cultural"
33,40.7290742,-73.9858437,Archies Press,"220 E 10th St, New York, NY 10003, USA",http://www.archiespress.com/,Rating: 5,18188,Culture,"art gallery, store",price level very cheap,East Village,"Name of location: Archies Press Rating: 5, Location Type: Culture art gallery, store. price level very cheap. Zone in NYC: East Village",Design studio and shop specializing in creative prints.,"design, prints, studio, creative"
34,40.7289216,-73.9782711,ReVision Lounge and Gallery,"219 Avenue B, New York, NY 10009, USA",http://www.revisionlounge.com/,Rating: 4.1,13446,"Night Club, Bar","bar, comedy club, art gallery, night club, event venue, sports club",price level cheap,Alphabet City,"Name of location: ReVision Lounge and Gallery Rating: 4.1, Location Type: Night Club, Bar bar, comedy club, art gallery, night club, event venue, sports club. price level cheap. Zone in NYC: Alphabet City",Eco-friendly lounge and gallery featuring recycled art.,"lounge, gallery, eco-friendly, art"
35,40.7287361,-73.9809525,Nguyen Wahed,"504 E 12th St, New York, NY 10009, USA",https://nguyenwahed.com/,Rating: 5,13563,Culture,art gallery,price level very cheap,East Village,"Name of location: Nguyen Wahed Rating: 5, Location Type: Culture art gallery. price level very cheap. Zone in NYC: East Village",Art studio showcasing unique contemporary works.,"studio, art, contemporary, unique"
36,40.729692,-73.9810732,Rabbit Rabbit,"209 Avenue A, New York, NY 10009, USA",No URL,No rating,19912,Culture,art gallery,price level very cheap,East Village,"Name of location: Rabbit Rabbit No rating, Location Type: Culture art gallery. price level very cheap. Zone in NYC: East Village",Trendy bar and event space with creative flair.,"bar, creative, event, trendy"
37,40.7355708,-73.9789225,Majestic Tattoo NYC Adal Ray Arts,"360 1st Ave, New York, NY 10010, USA",http://www.majestictattoonyc.com/,Rating: 4.6,10336,Culture,"art gallery, body art service, art studio, store",price level very cheap,Stuy Town/Peter Cooper Village,"Name of location: Majestic Tattoo NYC Adal Ray Arts Rating: 4.6, Location Type: Culture art gallery, body art service, art studio, store. price level very cheap. Zone in NYC: Stuy Town/Peter Cooper Village",Tattoo studio and art space featuring custom designs.,"tattoo, art, studio, custom"
38,40.7380963,-73.9937457,Center for Jewish History,"15 W 16th St, New York, NY 10011, USA",https://www.cjh.org/visit/plan-your-visit,Rating: 4.6,3166,Culture,museum,price level very cheap,Union Sq,"Name of location: Center for Jewish History Rating: 4.6, Location Type: Culture museum. price level very cheap. Zone in NYC: Union Sq",Research center and museum dedicated to Jewish culture and history.,"museum, history, Jewish, research"
39,40.7376635,-73.9867534,The National Arts Club,"15 Gramercy Pk S, New York, NY 10003, USA",http://www.nacnyc.org/,Rating: 4.7,18405,Culture,"art gallery, historical landmark, historical place",price level very cheap,Gramercy,"Name of location: The National Arts Club Rating: 4.7, Location Type: Culture art gallery, historical landmark, historical place. price level very cheap. Zone in NYC: Gramercy","Private club promoting the visual, literary, and performing arts.","arts, club, visual, literary"
40,40.7385931,-73.9890127,Theodore Roosevelt Birthplace National Historic Site,"28 E 20th St, New York, NY 10003, USA",http://www.nps.gov/thrb,Rating: 4.6,2460,Culture,"historical landmark, tourist attraction, historical place, museum",price level very cheap,Union Sq,"Name of location: Theodore Roosevelt Birthplace National Historic Site Rating: 4.6, Location Type: Culture historical landmark, tourist attraction, historical place, museum. price level very cheap. Zone in NYC: Union Sq",Historic home museum celebrating Theodore Roosevelt’s life.,"museum, history, Roosevelt, historic site"
41,40.7403982,-73.9921624,THE GALLERY by odo,"17 W 20th St, New York, NY 10011, USA",https://www.odogallery.nyc/,Rating: 4.3,13224,Culture,"japanese restaurant, art gallery, sushi restaurant, restaurant, food",price level moderate,Union Sq,"Name of location: THE GALLERY by odo Rating: 4.3, Location Type: Culture japanese restaurant, art gallery, sushi restaurant, restaurant, food. price level moderate. Zone in NYC: Union Sq",Art and dining experience blending Japanese cuisine and design.,"gallery, art, dining, Japanese"
42,40.7370888,-73.9946875,Tibet House,"22 W 15th St, New York, NY 10011, USA",https://thus.org/,Rating: 4.8,2429,Culture,"art gallery, tourist attraction, cultural center, library, book store, museum, store",price level very cheap,Union Sq,"Name of location: Tibet House Rating: 4.8, Location Type: Culture art gallery, tourist attraction, cultural center, library, book store, museum, store. price level very cheap. Zone in NYC: Union Sq",Cultural center preserving and promoting Tibetan heritage.,"culture, Tibetan, heritage, center"
43,40.7389252,-73.9850039,Mishkin Gallery,"135 E 22nd St, New York, NY 10010, USA",http://mishkingallery.baruch.cuny.edu/,Rating: 4.6,5246,Culture,"art gallery, museum",price level very cheap,Gramercy,"Name of location: Mishkin Gallery Rating: 4.6, Location Type: Culture art gallery, museum. price level very cheap. Zone in NYC: Gramercy",University gallery exhibiting contemporary and student works.,"gallery, art, university, contemporary"
44,40.7410272,-73.9850777,Swann Auction Galleries,"104 E 25th St Fl 6, New York, NY 10010, USA",http://www.swanngalleries.com/,Rating: 4.1,17231,Culture,"art gallery, book store, home goods store, store",price level very cheap,Gramercy,"Name of location: Swann Auction Galleries Rating: 4.1, Location Type: Culture art gallery, book store, home goods store, store. price level very cheap. Zone in NYC: Gramercy","Auction house specializing in rare books, art, and prints.","auction, art, books, prints"
45,40.7406588,-73.9848854,Solas Studio,"117 E 24th St 2nd floor, New York, NY 10010, USA",http://www.solas.studio/,Rating: 4.8,2390,Culture,"art gallery, store",price level very cheap,Gramercy,"Name of location: Solas Studio Rating: 4.8, Location Type: Culture art gallery, store. price level very cheap. Zone in NYC: Gramercy",Photography and creative studio for professionals.,"studio, photography, creative, professional"
46,40.7363202,-73.9852131,Decor Gallery and Framing,"222 3rd Ave, New York, NY 10003, USA",http://www.decorartgalleryny.com/,Rating: 3.8,6888,Culture,"art gallery, store",price level very cheap,Gramercy,"Name of location: Decor Gallery and Framing Rating: 3.8, Location Type: Culture art gallery, store. price level very cheap. Zone in NYC: Gramercy",Gallery and custom framing service showcasing diverse art.,"gallery, framing, art, custom"
47,40.7354451,-73.9740147,Art Boat,"2430 FDR Dr Service Rd East, Brooklyn, NY 11222, USA",http://www.artboatnyc.com/,Rating: 2.1,899,Culture,art gallery,price level very cheap,Kips Bay,"Name of location: Art Boat Rating: 2.1, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Kips Bay",Floating art gallery hosting exhibitions on a boat.,"art, gallery, boat, exhibition"
48,40.7484405,-73.9856644,Empire State Building,"20 W 34th St., New York, NY 10001, USA",https://www.esbnyc.com/,Rating: 4.7,979,Culture,"historical landmark, observation deck, historical place, tourist attraction, museum",price level very cheap,Midtown South,"Name of location: Empire State Building Rating: 4.7, Location Type: Culture historical landmark, observation deck, historical place, tourist attraction, museum. price level very cheap. Zone in NYC: Midtown South",Iconic New York skyscraper with observatory decks and exhibits.,"landmark, building, view, iconic"
49,40.7440291,-73.9872529,Museum of Sex,"233 5th Ave, New York, NY 10016, USA",https://www.museumofsex.com/?y_source=1_MTA4NDAxMzM2Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,Rating: 4.4,1304,"Culture, Bar","museum, tourist attraction, gift shop, event venue, bar, store",price level moderate,Union Sq,"Name of location: Museum of Sex Rating: 4.4, Location Type: Culture, Bar museum, tourist attraction, gift shop, event venue, bar, store. price level moderate. Zone in NYC: Union Sq","Museum exploring the history, evolution, and culture of sexuality.","museum, sex, culture, education"
50,40.7436338,-73.9878621,National Museum of Mathematics,"225 5th Ave, New York, NY 10010, USA",https://momath.org/,Rating: 4.1,18148,Culture,"tourist attraction, museum",price level very cheap,Union Sq,"Name of location: National Museum of Mathematics Rating: 4.1, Location Type: Culture tourist attraction, museum. price level very cheap. Zone in NYC: Union Sq",Interactive museum making math fun and accessible.,"museum, math, interactive, educational"
51,40.7445736,-73.9886311,The Jazz Gallery,"1158 Broadway 5th floor, New York, NY 10001, USA",http://www.jazzgallery.org/,Rating: 4.7,19112,Culture,"art gallery, event venue",price level very cheap,Union Sq,"Name of location: The Jazz Gallery Rating: 4.7, Location Type: Culture art gallery, event venue. price level very cheap. Zone in NYC: Union Sq",Non-profit jazz club showcasing emerging and established musicians.,"jazz, club, music, live"
52,40.7459949,-73.9839746,Blender Space,"135 Madison Ave Floor 8, New York, NY 10016, USA",https://blenderworkspace.com/,Rating: 4.6,5229,Culture,"event venue, art gallery, cafe, food",price level very cheap,Midtown South,"Name of location: Blender Space Rating: 4.6, Location Type: Culture event venue, art gallery, cafe, food. price level very cheap. Zone in NYC: Midtown South",Flexible event and creative space for art and gatherings.,"creative, event, space, art"
53,40.7442515,-73.9795675,Decor Art Gallery Inc,"456 3rd Ave, New York, NY 10016, USA",http://decorartgallerynyc.com/,Rating: 5,16616,Culture,"art gallery, store",price level very cheap,Murray Hill,"Name of location: Decor Art Gallery Inc Rating: 5, Location Type: Culture art gallery, store. price level very cheap. Zone in NYC: Murray Hill",Gallery specializing in custom framing and art sales.,"gallery, art, framing, sales"
54,40.744684,-73.9720635,Highland Park Modern,"626 1st Ave, New York, NY 10016, USA",https://www.1stdibs.com/dealers/highland-park-modern,No rating,19056,Culture,"sculpture, art gallery, furniture store, home improvement store, home goods store, store",price level very cheap,UN/Turtle Bay South,"Name of location: Highland Park Modern No rating, Location Type: Culture sculpture, art gallery, furniture store, home improvement store, home goods store, store. price level very cheap. Zone in NYC: UN/Turtle Bay South",Contemporary art gallery presenting modern works.,"gallery, art, modern, contemporary"
55,40.7455186,-73.9805724,Donzella,"200 Lexington Ave, New York, NY 10016, USA",http://www.donzella.com/,Rating: 5,5283,Culture,"furniture store, art gallery, home improvement store, home goods store, store",price level very cheap,Murray Hill,"Name of location: Donzella Rating: 5, Location Type: Culture furniture store, art gallery, home improvement store, home goods store, store. price level very cheap. Zone in NYC: Murray Hill",Gallery and showroom offering vintage and mid-century design.,"gallery, design, vintage, mid-century"
56,40.748176,-73.9793569,Labouret Private Gallery llc,"115 E 36th St 2nd Floor, New York, NY 10016, USA",http://www.labouretprivategallery.com/,Rating: 5,6705,Culture,art gallery,price level very cheap,Murray Hill,"Name of location: Labouret Private Gallery llc Rating: 5, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Murray Hill",Private art gallery with curated exhibitions.,"gallery, art, private, curated"
57,40.7420133,-73.9782032,E Mayan Studio Inc,"529 2nd Ave, New York, NY 10016, USA",http://www.earlmayan99.com/contact,Rating: 4.1,14156,Culture,"art gallery, store",price level very cheap,Kips Bay,"Name of location: E Mayan Studio Inc Rating: 4.1, Location Type: Culture art gallery, store. price level very cheap. Zone in NYC: Kips Bay",Studio and gallery showcasing unique contemporary art.,"studio, gallery, art, contemporary"
58,40.7436387,-73.9728064,Art Cache Fine Art Gallery,"401 E 34th St, New York, NY 10016, USA",http://www.art-cache.com/,Rating: 3.5,6594,Culture,art gallery,price level very cheap,UN/Turtle Bay South,"Name of location: Art Cache Fine Art Gallery Rating: 3.5, Location Type: Culture art gallery. price level very cheap. Zone in NYC: UN/Turtle Bay South",Gallery offering fine art from established and emerging artists.,"gallery, fine art, artists, exhibition"
59,40.7487478,-73.9947633,CLAMP,"247 W 29th St, New York, NY 10001, USA",http://clampart.com/,Rating: 4.5,17395,Culture,art gallery,price level very cheap,Penn Station/Madison Sq West,"Name of location: CLAMP Rating: 4.5, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Penn Station/Madison Sq West",Gallery exhibiting contemporary photography and art.,"gallery, photography, art, contemporary"
60,40.7482826,-73.9885583,June 4th Memorial Museum,"894 6th Ave 4th Fl, New York, NY 10001, USA",https://jinian64.org/,Rating: 5,19456,Culture,museum,price level very cheap,Midtown South,"Name of location: June 4th Memorial Museum Rating: 5, Location Type: Culture museum. price level very cheap. Zone in NYC: Midtown South",Museum commemorating the victims of the Tiananmen Square protests.,"museum, history, memorial, education"
61,40.7488234,-73.9937487,Monya Rowe Gallery,"224 W 30th St #304, New York, NY 10001, USA",http://www.monyarowegallery.com/,Rating: 4.5,8773,Culture,art gallery,price level very cheap,Penn Station/Madison Sq West,"Name of location: Monya Rowe Gallery Rating: 4.5, Location Type: Culture art gallery. price level very cheap. Zone in NYC: Penn Station/Madison Sq West",Contemporary art gallery showcasing emerging artists.,"gallery, art, contemporary, emerging"
62,40.7527746,-73.9787253,SUMMIT One Vanderbilt,"45 E 42nd St, New York, NY 10017, USA",https://summitov.com/,Rating: 4.6,735,Culture,"tourist attraction, museum",price level very cheap,Midtown Center,"Name of location: SUMMIT One Vanderbilt Rating: 4.6, Location Type: Culture tourist attraction, museum. price level very cheap. Zone in NYC: Midtown Center",Observation deck with immersive art and stunning city views.,"observation, art, views, immersive"
63,40.749454,-73.980048,Scandinavia House,"58 Park Ave, New York, NY 10016, USA",http://www.scandinaviahouse.org/,Rating: 4.5,5237,Culture,"museum, art gallery, concert hall, auditorium, movie theater, cultural center, tourist attraction, event venue, restaurant, food",price level very cheap,Murray Hill,"Name of location: Scandinavia House Rating: 4.5, Location Type: Culture museum, art gallery, concert hall, auditorium, movie theater, cultural center, tourist attraction, event venue, restaurant, food. price level very cheap. Zone in NYC: Murray Hill","Center for Nordic culture, art, and education.","culture, Nordic, art, education"
64,40.7507471,-73.9778707,AKC Museum of the Dog,"101 Park Ave, New York, NY 10178, USA",https://museumofthedog.org/,Rating: 4.4,17928,Culture,museum,price level very cheap,Murray Hill,"Name of location: AKC Museum of the Dog Rating: 4.4, Location Type: Culture museum. price level very cheap. Zone in NYC: Murray Hill",Museum dedicated to the history and art of dogs.,"museum, dogs, art, history"
65,40.75251,-73.968287,Japan Society,"333 E 47th St, New York, NY 10017, USA",https://japansociety.org/,Rating: 4.6,12507,Culture,"cultural center, tourist attraction, museum, school, event venue",price level very cheap,UN/Turtle Bay South,"Name of location: Japan Society Rating: 4.6, Location Type: Culture cultural center, tourist attraction, museum, school, event venue. price level very cheap. Zone in NYC: UN/Turtle Bay South","Cultural center promoting Japanese art, culture, and exchange.","culture, Japanese, art, education"
66,40.7531532,-73.9779759,New York Transit Museum Gift Shop,"89 E 42nd St, New York, NY 10001, USA",http://www.nytransitmuseum.org/,Rating: 4.3,19836,Culture,"gift shop, tourist attraction, art gallery, museum, store",price level moderate,Midtown Center,"Name of location: New York Transit Museum Gift Shop Rating: 4.3, Location Type: Culture gift shop, tourist attraction, art gallery, museum, store. price level moderate. Zone in NYC: Midtown Center",Shop offering transit-themed gifts and memorabilia.,"shop, transit, gifts, museum"
